id,name,description_orig,description
215,番紅花印度美饌,"番紅花印度美饌，111 臺灣 士林臺北 天母東路38-6號，評分 4.5 ，價位 NT$609 - NT$719 菜系 印度料理, 亞洲料理 特別飲食限制 提供素食選擇, 提供純素選擇, 提供無麩質選擇，","番紅花 印度 美 饌 ， 111   臺 灣   士林 臺 北   天母 東路 38 - 6 號 ， 評分   4.5   ， 價位   NT $ 609   -   NT $ 719   菜系   印度 料理 ,   亞洲 料理   特別 飲食 限制   提供 素食 選擇 ,   提供 純素 選擇 ,   提供 無 麩質 選擇 ，"
216,陽明素食館,"陽明素食館，臺灣 士林臺北 士林區忠義街52號，評分 5.0 ，菜系 中式料理, 壽司，","陽明 素食 館 ， 臺 灣   士林 臺 北   士林 區忠義街 52 號 ， 評分   5.0   ， 菜系   中式 料理 ,   壽司 ，"
217,Henggang Yecaiwu,"Henggang Yecaiwu，臺灣 士林臺北 No.52, Sec. 1, Yangming Rd., Shilin Dist.，評分 4.0 ，菜系 中式料理，","Henggang   Yecaiwu ， 臺 灣   士林 臺 北   No.52 ,   Sec .   1 ,   Yangming   Rd . ,   Shilin   Dist . ， 評分   4.0   ， 菜系   中式 料理 ，"
218,Datoulong Ezijian,"Datoulong Ezijian，臺灣 士林臺北 No.60, Jihe Rd., Shilin Dist.，評分 4.0 ，菜系 中式料理，","Datoulong   Ezijian ， 臺 灣   士林 臺 北   No.60 ,   Jihe   Rd . ,   Shilin   Dist . ， 評分   4.0   ， 菜系   中式 料理 ，"
219,古今中外咖啡-淡大咖啡廳,古今中外咖啡-淡大咖啡廳，251 臺灣 淡水新北 英專路151號，評分 4.0 ，價位 NT$138 - NT$443 菜系 咖啡廳，,古今中外 咖啡 - 淡大 咖啡 廳 ， 251   臺 灣   淡水 新北   英專路 151 號 ， 評分   4.0   ， 價位   NT $ 138   -   NT $ 443   菜系   咖啡 廳 ，
220,大為廚坊,"大為廚坊，111 臺灣 士林臺北 士林區天玉街38巷9-1號，評分 4.5 ，菜系 亞洲料理, 台灣小吃/台菜，","大為 廚坊 ， 111   臺 灣   士林 臺 北   士林 區天玉街 38 巷 9 - 1 號 ， 評分   4.5   ， 菜系   亞洲 料理 ,   台灣 小吃 / 台菜 ，"
221,Casa de Pasta 凱薩帝義式餐廳,Casa de Pasta 凱薩帝義式餐廳，臺灣 中山區臺北 中山區敬業三路11-1號2F，評分 4.0 ，菜系 義式料理，,Casa   de   Pasta   凱薩帝 義式 餐廳 ， 臺 灣   中山 區 臺 北   中山 區敬業 三路 11 - 1 號 2F ， 評分   4.0   ， 菜系   義式 料理 ，
222,TGI FRIDAYS 星期五餐廳 (林森餐廳),"TGI FRIDAYS 星期五餐廳 (林森餐廳)，104 臺灣 中山區臺北 中山區林森北路 247 號 (欣欣百貨內) 林森餐廳，評分 4.0 ，餐點 晚餐, 早餐, 午餐 特色 預訂, 座位, 餐桌服務，","TGI   FRIDAYS   星期五 餐廳   ( 林森 餐廳 ) ， 104   臺 灣   中山 區 臺 北   中山 區 林森北路   247   號   ( 欣欣 百貨內 )   林森 餐廳 ， 評分   4.0   ， 餐點   晚餐 ,   早餐 ,   午餐   特色   預訂 ,   座位 ,   餐桌 服務 ，"
223,Hongwacuo Huaijiufengwei Restaurant,"Hongwacuo Huaijiufengwei Restaurant，臺灣 士林臺北 No.67, Ln. 8, Tianmu E. Rd., Shilin District，評分 4.0 ，菜系 亞洲料理, 台灣小吃/台菜，","Hongwacuo   Huaijiufengwei   Restaurant ， 臺 灣   士林 臺 北   No.67 ,   Ln .   8 ,   Tianmu   E .   Rd . ,   Shilin   District ， 評分   4.0   ， 菜系   亞洲 料理 ,   台灣 小吃 / 台菜 ，"
224,333 餐廳,"333 餐廳，105 臺灣 松山臺北 南京東路3段333號，評分 4.0 ，菜系 酒吧, 酒吧/夜店, 多國料理 餐點 飲料, 午餐, 晚餐, 宵夜, 早餐, 早午餐 特色 供應酒精飲品, 座位, 標準酒吧, 水果酒和啤酒, 接受使用美國運通, 接受使用 Mastercard, 接受使用 Visa, 免費無線網路, 接受使用信用卡, 餐桌服務, 外帶, 預訂，","333   餐廳 ， 105   臺 灣   松山 臺 北   南京 東路 3 段 333 號 ， 評分   4.0   ， 菜系   酒吧 ,   酒吧 / 夜店 ,   多國 料理   餐點   飲料 ,   午餐 ,   晚餐 ,   宵夜 ,   早餐 ,   早 午餐   特色   供應 酒精 飲品 ,   座位 ,   標準 酒吧 ,   水果 酒 和 啤酒 ,   接受 使用 美國 運通 ,   接受 使用   Mastercard ,   接受 使用   Visa ,   免費 無線 網路 ,   接受 使用 信用卡 ,   餐桌 服務 ,   外帶 ,   預訂 ，"
225,彌生軒-大直店,"彌生軒-大直店，10491 臺灣 中山區臺北 敬業三路123號，評分 4.0 ，菜系 日式料理, 海鮮 餐點 午餐, 晚餐，","彌生軒 - 大直店 ， 10491   臺 灣   中山 區 臺 北   敬業 三路 123 號 ， 評分   4.0   ， 菜系   日式 料理 ,   海鮮   餐點   午餐 ,   晚餐 ，"
226,莎諾歐法西餐,"莎諾歐法西餐，臺灣 北投臺北 北投區天母西路105號，評分 4.0 ，菜系 法式料理 餐點 午餐, 晚餐，","莎諾 歐法 西餐 ， 臺 灣   北投 臺 北   北投 區 天母 西路 105 號 ， 評分   4.0   ， 菜系   法式 料理   餐點   午餐 ,   晚餐 ，"
227,Dongying Chishang Fanbao,"Dongying Chishang Fanbao，臺灣 士林臺北 No.288, Danan Rd., Shilin Dist., 1f，評分 4.5 ，菜系 中式料理，","Dongying   Chishang   Fanbao ， 臺 灣   士林 臺 北   No.288 ,   Danan   Rd . ,   Shilin   Dist . ,   1f ， 評分   4.5   ， 菜系   中式 料理 ，"
228,Dan Shui Zhang Ti Cafe,"Dan Shui Zhang Ti Cafe，臺灣 中和新北 No. 9, Ln. 21, Zhongzheng Rd., Tamsui Dist，評分 4.0 ，菜系 多國料理，","Dan   Shui   Zhang   Ti   Cafe ， 臺 灣   中 和 新北   No .   9 ,   Ln .   21 ,   Zhongzheng   Rd . ,   Tamsui   Dist ， 評分   4.0   ， 菜系   多國 料理 ，"
229,Zheng Guan Wood Keg Hot Pot,"Zheng Guan Wood Keg Hot Pot，臺灣 蘆洲新北 No. 185, Zhongshan 1st Rd., Luzhou Dist，評分 4.5 ，，","Zheng   Guan   Wood   Keg   Hot   Pot ， 臺 灣   蘆洲 新北   No .   185 ,   Zhongshan   1st   Rd . ,   Luzhou   Dist ， 評分   4.5   ， ，"
230,Hongye Hamburger Fugang,"Hongye Hamburger Fugang，臺灣 士林臺北 No.13, Fugang St., Shilin Dist.，評分 4.0 ，菜系 快餐，","Hongye   Hamburger   Fugang ， 臺 灣   士林 臺 北   No.13 ,   Fugang   St . ,   Shilin   Dist . ， 評分   4.0   ， 菜系   快餐 ，"
231,Yu Liao a Restaurant,"Yu Liao a Restaurant，臺灣 淡水新北 No. 2, Aly. 23, Ln. 87, Sec. 1, Zhongzheng Rd., Tamsui Dist，評分 5.0 ，菜系 亞洲料理, 台灣小吃/台菜，","Yu   Liao   a   Restaurant ， 臺 灣   淡水 新北   No .   2 ,   Aly .   23 ,   Ln .   87 ,   Sec .   1 ,   Zhongzheng   Rd . ,   Tamsui   Dist ， 評分   5.0   ， 菜系   亞洲 料理 ,   台灣 小吃 / 台菜 ，"
232,Wei Liu Sushi,"Wei Liu Sushi，臺灣 士林臺北 No. 336, Shidong Rd., Shilin Dist，評分 5.0 ，菜系 日式料理, 壽司，","Wei   Liu   Sushi ， 臺 灣   士林 臺 北   No .   336 ,   Shidong   Rd . ,   Shilin   Dist ， 評分   5.0   ， 菜系   日式 料理 ,   壽司 ，"
233,Xia Gang E Specialty Mutton Store,"Xia Gang E Specialty Mutton Store，臺灣 中山區臺北 No. 18, Tianxiang Rd., Zhongzheng Dist，評分 4.5 ，菜系 亞洲料理, 台灣小吃/台菜 餐點 午餐, 晚餐，","Xia   Gang   E   Specialty   Mutton   Store ， 臺 灣   中山 區 臺 北   No .   18 ,   Tianxiang   Rd . ,   Zhongzheng   Dist ， 評分   4.5   ， 菜系   亞洲 料理 ,   台灣 小吃 / 台菜   餐點   午餐 ,   晚餐 ，"
234,藝奇新日本料理 - 蘆洲集賢店,"藝奇新日本料理 - 蘆洲集賢店，247 臺灣 蘆洲新北 集賢路401號 2樓，評分 4.5 ，價位 NT$698 - NT$698 菜系 日式料理, 亞洲料理 餐點 午餐, 晚餐，","藝奇 新 日本料理   -   蘆洲 集賢店 ， 247   臺 灣   蘆洲 新北   集賢路 401 號   2 樓 ， 評分   4.5   ， 價位   NT $ 698   -   NT $ 698   菜系   日式 料理 ,   亞洲 料理   餐點   午餐 ,   晚餐 ，"
235,Bel Air Bar-Grill - Grand Hyatt Taipei,"Bel Air Bar-Grill - Grand Hyatt Taipei，110 臺灣 信義區臺北 No.2, Songshou Rd., Xinyi District Grand Hyatt Taipei，評分 4.5 ，菜系 歐式料理, 牛排, 異國風味 餐點 早午餐, 晚餐, 午餐 特色 預訂, 座位, 可供停車, 有兒童椅, 殘障通行設施, 供應酒精飲品, 接受使用美國運通, 接受使用 Mastercard, 接受使用 Visa, 免費無線網路, 餐桌服務, 接受使用信用卡，","Bel   Air   Bar - Grill   -   Grand   Hyatt   Taipei ， 110   臺 灣   信義區 臺 北   No.2 ,   Songshou   Rd . ,   Xinyi   District   Grand   Hyatt   Taipei ， 評分   4.5   ， 菜系   歐式 料理 ,   牛排 ,   異國 風味   餐點   早 午餐 ,   晚餐 ,   午餐   特色   預訂 ,   座位 ,   可供 停車 ,   有兒 童椅 ,   殘障 通行 設施 ,   供應 酒精 飲品 ,   接受 使用 美國 運通 ,   接受 使用   Mastercard ,   接受 使用   Visa ,   免費 無線 網路 ,   餐桌 服務 ,   接受 使用 信用卡 ，"
236,Chi Wang Guan Eatery,"Chi Wang Guan Eatery，臺灣 淡水新北 No. 187, Xuefu Rd., Tamsui Dist，評分 4.5 ，菜系 亞洲料理, 台灣小吃/台菜，","Chi   Wang   Guan   Eatery ， 臺 灣   淡水 新北   No .   187 ,   Xuefu   Rd . ,   Tamsui   Dist ， 評分   4.5   ， 菜系   亞洲 料理 ,   台灣 小吃 / 台菜 ，"
237,Shi Dong Seafood,"Shi Dong Seafood，臺灣 士林臺北 No. 100, Shidong Rd., Shilin Dist Rm. 95，評分 4.0 ，菜系 海鮮，","Shi   Dong   Seafood ， 臺 灣   士林 臺 北   No .   100 ,   Shidong   Rd . ,   Shilin   Dist   Rm .   95 ， 評分   4.0   ， 菜系   海鮮 ，"
238,The Three Lions Inn,"The Three Lions Inn，10452 臺灣 中山區臺北 玉門街1號 Maji Maji Square, Taipei Expo Park，評分 4.0 ，菜系 酒吧, 英式料理, 酒吧/夜店 餐點 午餐, 晚餐 特色 戶外用餐, 座位, 電視, 供應酒精飲品, 預訂，","The   Three   Lions   Inn ， 10452   臺 灣   中山 區 臺 北   玉門 街 1 號   Maji   Maji   Square ,   Taipei   Expo   Park ， 評分   4.0   ， 菜系   酒吧 ,   英式 料理 ,   酒吧 / 夜店   餐點   午餐 ,   晚餐   特色   戶外 用餐 ,   座位 ,   電視 ,   供應 酒精 飲品 ,   預訂 ，"
239,Chaohaochi Qisi Malingshu,"Chaohaochi Qisi Malingshu，臺灣 士林臺北 No.113, Wenlin Rd., Shilin Dist.，評分 4.0 ，，","Chaohaochi   Qisi   Malingshu ， 臺 灣   士林 臺 北   No.113 ,   Wenlin   Rd . ,   Shilin   Dist . ， 評分   4.0   ， ，"
240,Wangwang Rishi Shuanshuanguo&Tiebanshao,"Wangwang Rishi Shuanshuanguo&Tiebanshao，臺灣 士林臺北 No.262, Fugang St., Shilin Dist. 1f，評分 5.0 ，菜系 日式料理，","Wangwang   Rishi   Shuanshuanguo & Tiebanshao ， 臺 灣   士林 臺 北   No.262 ,   Fugang   St . ,   Shilin   Dist .   1f ， 評分   5.0   ， 菜系   日式 料理 ，"
241,Emily-Kitchen,"Emily-Kitchen，臺灣 北投臺北 No. 218-5, Guangming Rd., Beitou Dist 2f，評分 4.0 ，菜系 義式料理 餐點 午餐, 晚餐 特色 可以使用禮卡，","Emily - Kitchen ， 臺 灣   北投 臺 北   No .   218 - 5 ,   Guangming   Rd . ,   Beitou   Dist   2f ， 評分   4.0   ， 菜系   義式 料理   餐點   午餐 ,   晚餐   特色   可以 使用 禮卡 ，"
242,Chengzu Hujiaobing Shilin,"Chengzu Hujiaobing Shilin，臺灣 士林臺北 No.2, Ln 101, Wenlin Rd., Shilin Dist.，評分 4.0 ，，","Chengzu   Hujiaobing   Shilin ， 臺 灣   士林 臺 北   No.2 ,   Ln   101 ,   Wenlin   Rd . ,   Shilin   Dist . ， 評分   4.0   ， ，"
243,La Villa Danshui,"La Villa Danshui，臺灣 淡水新北 淡水區中正路261號，評分 4.0 ，菜系 義式料理, 多國料理 餐點 晚餐 特色 預訂，","La   Villa   Danshui ， 臺 灣   淡水 新北   淡水 區 中正路 261 號 ， 評分   4.0   ， 菜系   義式 料理 ,   多國 料理   餐點   晚餐   特色   預訂 ，"
244,Mary's Hamburger,"Mary's Hamburger，臺灣 士林臺北 No. 752, Section 6, Zhongshan North Rd, Shilin District，評分 4.0 ，餐點 午餐, 晚餐 特色 預訂，","Mary ' s   Hamburger ， 臺 灣   士林 臺 北   No .   752 ,   Section   6 ,   Zhongshan   North   Rd ,   Shilin   District ， 評分   4.0   ， 餐點   午餐 ,   晚餐   特色   預訂 ，"
245,真知味快炒,"真知味快炒，112 臺灣 北投臺北 北投區永興路一段29號 一樓，評分 5.0 ，餐點 早餐, 午餐, 晚餐，","真知 味快 炒 ， 112   臺 灣   北投 臺 北   北投 區永興路 一段 29 號   一樓 ， 評分   5.0   ， 餐點   早餐 ,   午餐 ,   晚餐 ，"
246,棧酒食吧,"棧酒食吧，10491 臺灣 中山區臺北 敬業三路123號，評分 4.0 ，菜系 美式料理, 現釀啤酒吧, 酒吧, 咖啡廳, 酒吧/夜店, 多國料理 餐點 午餐, 晚餐 特色 預訂，","棧 酒食 吧 ， 10491   臺 灣   中山 區 臺 北   敬業 三路 123 號 ， 評分   4.0   ， 菜系   美式 料理 ,   現釀 啤酒 吧 ,   酒吧 ,   咖啡 廳 ,   酒吧 / 夜店 ,   多國 料理   餐點   午餐 ,   晚餐   特色   預訂 ，"
247,Mei Jiang Korean Hot Plate Bbq,"Mei Jiang Korean Hot Plate Bbq，臺灣 淡水新北 No. 8, Xuefu Rd., Tamsui Dist，評分 3.5 ，菜系 燒烤, 亞洲料理, 韓式料理，","Mei   Jiang   Korean   Hot   Plate   Bbq ， 臺 灣   淡水 新北   No .   8 ,   Xuefu   Rd . ,   Tamsui   Dist ， 評分   3.5   ， 菜系   燒烤 ,   亞洲 料理 ,   韓式 料理 ，"
248,蒔蘿香草餐廳-天母店,"蒔蘿香草餐廳-天母店，11153 臺灣 士林臺北 天母東路96號，評分 4.0 ，價位 NT$55 - NT$719 菜系 牛排, 義式料理, 法式料理, 咖啡廳 餐點 午餐, 晚餐，","蒔 蘿 香草 餐廳 - 天母 店 ， 11153   臺 灣   士林 臺 北   天母 東路 96 號 ， 評分   4.0   ， 價位   NT $ 55   -   NT $ 719   菜系   牛排 ,   義式 料理 ,   法式 料理 ,   咖啡 廳   餐點   午餐 ,   晚餐 ，"
249,Campus Cafe,"Campus Cafe，106 臺灣 大安臺北 No. 203, Section 3, Zhongxiao East Rd, Daan District, Taipei City, Taiwan 106，評分 4.0 ，菜系 美式料理, 咖啡廳 特別飲食限制 提供素食選擇, 提供純素選擇 餐點 午餐, 晚餐, 早午餐, 宵夜，","Campus   Cafe ， 106   臺 灣   大安 臺 北   No .   203 ,   Section   3 ,   Zhongxiao   East   Rd ,   Daan   District ,   Taipei   City ,   Taiwan   106 ， 評分   4.0   ， 菜系   美式 料理 ,   咖啡 廳   特別 飲食 限制   提供 素食 選擇 ,   提供 純素 選擇   餐點   午餐 ,   晚餐 ,   早 午餐 ,   宵夜 ，"
250,外傘頂洲蚵仔之家 - 內湖,"外傘頂洲蚵仔之家 - 內湖，114 臺灣 內湖臺北 內湖區環山路一段57號，評分 4.0 ，餐點 午餐, 晚餐，","外傘 頂洲 蚵 仔之家   -   內湖 ， 114   臺 灣   內湖 臺 北   內 湖區環 山路 一段 57 號 ， 評分   4.0   ， 餐點   午餐 ,   晚餐 ，"
251,上官木桶鍋,"上官木桶鍋，114 臺灣 內湖臺北 內湖區內湖路一段324號，評分 4.0 ，菜系 美國南方料理, 海鮮，","上官 木桶 鍋 ， 114   臺 灣   內湖 臺 北   內 湖區 內 湖路 一段 324 號 ， 評分   4.0   ， 菜系   美國 南方 料理 ,   海鮮 ，"
252,Cao Yuan Feng Mongolian Hotpot,"Cao Yuan Feng Mongolian Hotpot，臺灣 士林臺北 No. 35, Hougang St., Shilin Dist，評分 5.0 ，，","Cao   Yuan   Feng   Mongolian   Hotpot ， 臺 灣   士林 臺 北   No .   35 ,   Hougang   St . ,   Shilin   Dist ， 評分   5.0   ， ，"
253,Zhi Shan Yan Beef Noodles,"Zhi Shan Yan Beef Noodles，臺灣 士林臺北 No. 328, Danan Rd., Shilin Dist，評分 4.0 ，菜系 亞洲料理，","Zhi   Shan   Yan   Beef   Noodles ， 臺 灣   士林 臺 北   No .   328 ,   Danan   Rd . ,   Shilin   Dist ， 評分   4.0   ， 菜系   亞洲 料理 ，"
254,肥貓漁夫,"肥貓漁夫，104 臺灣 中山區臺北 中山區雙城街13巷28號，評分 4.5 ，餐點 午餐, 晚餐 特色 外帶，","肥貓 漁夫 ， 104   臺 灣   中山 區 臺 北   中山 區雙 城街 13 巷 28 號 ， 評分   4.5   ， 餐點   午餐 ,   晚餐   特色   外帶 ，"
255,Mos Burger Zhong Cheng,"Mos Burger Zhong Cheng，臺灣 士林臺北 No. 188, Section 1, Zhongcheng Rd, Shilin District，評分 4.5 ，，","Mos   Burger   Zhong   Cheng ， 臺 灣   士林 臺 北   No .   188 ,   Section   1 ,   Zhongcheng   Rd ,   Shilin   District ， 評分   4.5   ， ，"
256,Petit Park,"Petit Park，10463 臺灣 中山區臺北 1F., No. 21, Aly. 6, Ln. 621, Bei'an Rd., Zhongshan Dist，評分 4.5 ，價位 NT$900 - NT$1,200 菜系 歐式料理, 健康料理 特別飲食限制 提供素食選擇，","Petit   Park ， 10463   臺 灣   中山 區 臺 北   1F . ,   No .   21 ,   Aly .   6 ,   Ln .   621 ,   Bei ' an   Rd . ,   Zhongshan   Dist ， 評分   4.5   ， 價位   NT $ 900   -   NT $ 1 , 200   菜系   歐式 料理 ,   健康 料理   特別 飲食 限制   提供 素食 選擇 ，"
257,Oppa & Bar 韓式居酒屋,"Oppa & Bar 韓式居酒屋，106 臺灣 松山臺北 松山區市民大道四段217號，評分 4.5 ，菜系 亞洲料理, 韓式料理 餐點 午餐, 晚餐 特色 預訂，","Oppa   &   Bar   韓式 居酒 屋 ， 106   臺 灣   松山 臺 北   松山 區 市民 大道 四段 217 號 ， 評分   4.5   ， 菜系   亞洲 料理 ,   韓式 料理   餐點   午餐 ,   晚餐   特色   預訂 ，"
258,Bao So Hard,"Bao So Hard，111 臺灣 士林臺北 No. 12, Meilun Street，評分 4.0 ，菜系 中式料理，","Bao   So   Hard ， 111   臺 灣   士林 臺 北   No .   12 ,   Meilun   Street ， 評分   4.0   ， 菜系   中式 料理 ，"
259,紗帽谷溫泉音樂餐廳,"紗帽谷溫泉音樂餐廳，臺灣 北投臺北 天母行義路300巷，評分 2.5 ，菜系 亞洲料理, 台灣小吃/台菜 餐點 晚餐，","紗帽谷 溫泉 音樂餐 廳 ， 臺 灣   北投 臺 北   天母 行義路 300 巷 ， 評分   2.5   ， 菜系   亞洲 料理 ,   台灣 小吃 / 台菜   餐點   晚餐 ，"
260,1 ping (Flagship Store),"1 ping (Flagship Store)，105 臺灣 松山臺北 No.207, Sec. 4, Civic Blvd., Songshan District，評分 4.0 ，菜系 中式料理, 亞洲料理, 台灣小吃/台菜 餐點 晚餐, 午餐 特色 預訂，","1   ping   ( Flagship   Store ) ， 105   臺 灣   松山 臺 北   No.207 ,   Sec .   4 ,   Civic   Blvd . ,   Songshan   District ， 評分   4.0   ， 菜系   中式 料理 ,   亞洲 料理 ,   台灣 小吃 / 台菜   餐點   晚餐 ,   午餐   特色   預訂 ，"
261,連進酸菜白肉鍋,連進酸菜白肉鍋，臺灣 內湖臺北 內湖區洲子街108號1樓，評分 4.0 ，，,連進 酸菜 白肉 鍋 ， 臺 灣   內湖 臺 北   內 湖區洲子 街 108 號 1 樓 ， 評分   4.0   ， ，
262,The Pita Bar,"The Pita Bar，111 臺灣 士林臺北 士林區中山北路6段476號，評分 4.5 ，菜系 地中海料理, 以色列料理, 中東料理 餐點 晚餐, 午餐 特色 座位, 餐桌服務，","The   Pita   Bar ， 111   臺 灣   士林 臺 北   士林 區 中山北路 6 段 476 號 ， 評分   4.5   ， 菜系   地中海 料理 ,   以色列 料理 ,   中東 料理   餐點   晚餐 ,   午餐   特色   座位 ,   餐桌 服務 ，"
263,瑪可緹-環球中和店,瑪可緹-環球中和店，臺灣 淡水新北 新北市中和區中山路三段122號 環球中和店，評分 5.0 ，特色 預訂，,瑪可 緹 - 環球 中 和 店 ， 臺 灣   淡水 新北   新北市 中和區 中山路 三段 122 號   環球 中 和 店 ， 評分   5.0   ， 特色   預訂 ，
264,Song Jiang Meat Pie & Congee,"Song Jiang Meat Pie & Congee，臺灣 士林臺北 No. 2, Tianmu N. Rd., Shilin Dist，評分 4.5 ，菜系 亞洲料理，","Song   Jiang   Meat   Pie   &   Congee ， 臺 灣   士林 臺 北   No .   2 ,   Tianmu   N .   Rd . ,   Shilin   Dist ， 評分   4.5   ， 菜系   亞洲 料理 ，"
